,path,label
0,data/hand_turn/WIN_20260427_17_19_54_Pro.mp4,hand_turn
1,data/hand_turn/WIN_20260427_17_12_14_Pro.mp4,hand_turn
2,data/hand_turn/WIN_20260427_17_19_40_Pro.mp4,hand_turn
3,data/hand_turn/WIN_20260427_17_20_04_Pro.mp4,hand_turn
4,data/hand_turn/WIN_20260427_17_12_09_Pro.mp4,hand_turn
5,data/hand_turn/WIN_20260427_17_12_04_Pro.mp4,hand_turn
6,data/hand_turn/WIN_20260427_17_19_35_Pro.mp4,hand_turn
7,data/hand_turn/WIN_20260427_17_19_31_Pro.mp4,hand_turn
8,data/hand_turn/WIN_20260427_17_12_35_Pro.mp4,hand_turn
9,data/hand_turn/WIN_20260427_17_12_45_Pro.mp4,hand_turn
10,data/hand_turn/WIN_20260427_17_20_19_Pro.mp4,hand_turn
11,data/hand_turn/WIN_20260427_17_19_44_Pro.mp4,hand_turn
12,data/hand_turn/WIN_20260427_17_19_18_Pro.mp4,hand_turn
13,data/hand_turn/WIN_20260427_17_12_57_Pro.mp4,hand_turn
14,data/hand_turn/WIN_20260427_17_13_05_Pro.mp4,hand_turn
15,data/hand_turn/WIN_20260427_17_19_22_Pro.mp4,hand_turn
16,data/hand_turn/WIN_20260427_17_19_49_Pro.mp4,hand_turn
17,data/hand_turn/WIN_20260427_17_12_30_Pro.mp4,hand_turn
18,data/hand_turn/WIN_20260427_17_20_13_Pro.mp4,hand_turn
19,data/hand_turn/WIN_20260427_17_19_13_Pro.mp4,hand_turn
20,data/hand_turn/WIN_20260427_17_19_09_Pro.mp4,hand_turn
21,data/hand_turn/WIN_20260427_17_12_24_Pro.mp4,hand_turn
22,data/hand_turn/WIN_20260427_17_12_19_Pro.mp4,hand_turn
23,data/hand_turn/WIN_20260427_17_13_26_Pro.mp4,hand_turn
24,data/hand_turn/WIN_20260427_17_20_08_Pro.mp4,hand_turn
25,data/hand_turn/WIN_20260427_17_19_59_Pro.mp4,hand_turn
26,data/hand_turn/WIN_20260427_17_12_50_Pro.mp4,hand_turn
27,data/hand_turn/WIN_20260427_17_19_27_Pro.mp4,hand_turn
28,data/geste_1/10003.mp4,geste_1
29,data/geste_1/10006.mp4,geste_1
30,data/geste_1/10029.mp4,geste_1
31,data/geste_1/10040.mp4,geste_1
32,data/geste_1/10012.mp4,geste_1
33,data/geste_1/10011.mp4,geste_1
34,data/geste_1/10053.mp4,geste_1
35,data/geste_1/10004.mp4,geste_1
36,data/geste_1/10032.mp4,geste_1
37,data/geste_1/10030.mp4,geste_1
38,data/geste_1/10046.mp4,geste_1
39,data/geste_1/10023.mp4,geste_1
40,data/geste_1/10021.mp4,geste_1
41,data/geste_1/10017.mp4,geste_1
42,data/geste_1/10033.mp4,geste_1
43,data/geste_1/10027.mp4,geste_1
44,data/geste_1/10049.mp4,geste_1
45,data/geste_1/10034.mp4,geste_1
46,data/geste_1/10005.mp4,geste_1
47,data/geste_1/10015.mp4,geste_1
48,data/geste_1/10007.mp4,geste_1
49,data/geste_1/10010.mp4,geste_1
50,data/geste_1/10052.mp4,geste_1
51,data/geste_1/10002.mp4,geste_1
52,data/geste_1/10028.mp4,geste_1
53,data/geste_1/10037.mp4,geste_1
54,data/geste_1/10038.mp4,geste_1
55,data/geste_1/10018.mp4,geste_1
56,data/geste_1/10044.mp4,geste_1
57,data/geste_1/10047.mp4,geste_1
58,data/geste_1/10001.mp4,geste_1
59,data/geste_1/10025.mp4,geste_1
60,data/geste_1/10031.mp4,geste_1
61,data/geste_1/10043.mp4,geste_1
62,data/geste_1/10014.mp4,geste_1
63,data/geste_1/10026.mp4,geste_1
64,data/geste_1/10048.mp4,geste_1
65,data/geste_1/10042.mp4,geste_1
66,data/geste_1/10009.mp4,geste_1
67,data/geste_1/10022.mp4,geste_1
68,data/geste_1/10020.mp4,geste_1
69,data/geste_1/10008.mp4,geste_1
70,data/geste_1/10054.mp4,geste_1
71,data/geste_1/10013.mp4,geste_1
72,data/geste_1/10036.mp4,geste_1
73,data/geste_1/10051.mp4,geste_1
74,data/geste_1/10050.mp4,geste_1
75,data/geste_1/10019.mp4,geste_1
76,data/geste_1/10039.mp4,geste_1
77,data/geste_1/10035.mp4,geste_1
78,data/geste_1/10016.mp4,geste_1
79,data/geste_1/10024.mp4,geste_1
80,data/geste_1/10045.mp4,geste_1
81,data/geste_1/10041.mp4,geste_1
82,data/Gesture02/0033.MP4,Gesture02
83,data/Gesture02/0038.MP4,Gesture02
84,data/Gesture02/0048.MP4,Gesture02
85,data/Gesture02/0059.MP4,Gesture02
86,data/Gesture02/0044.MP4,Gesture02
87,data/Gesture02/0056.MP4,Gesture02
88,data/Gesture02/0055.MP4,Gesture02
89,data/Gesture02/0031.MP4,Gesture02
90,data/Gesture02/0037.MP4,Gesture02
91,data/Gesture02/0034.MP4,Gesture02
92,data/Gesture02/0053.MP4,Gesture02
93,data/Gesture02/0042.MP4,Gesture02
94,data/Gesture02/0057.MP4,Gesture02
95,data/Gesture02/0047.MP4,Gesture02
96,data/Gesture02/0030.MP4,Gesture02
97,data/Gesture02/0045.MP4,Gesture02
98,data/Gesture02/0041.MP4,Gesture02
99,data/Gesture02/0035.MP4,Gesture02
100,data/Gesture02/0039.MP4,Gesture02
101,data/Gesture02/0032.MP4,Gesture02
102,data/Gesture02/0040.MP4,Gesture02
103,data/Gesture02/0036.MP4,Gesture02
104,data/Gesture02/0054.MP4,Gesture02
105,data/Gesture02/0049.MP4,Gesture02
106,data/Gesture02/0052.MP4,Gesture02
107,data/Gesture02/0050.MP4,Gesture02
108,data/Gesture02/0058.MP4,Gesture02
109,data/Gesture02/0051.MP4,Gesture02
110,data/Gesture02/0046.MP4,Gesture02
111,data/Gesture02/0043.MP4,Gesture02
112,data/geste_2/20048.mp4,geste_2
113,data/geste_2/20044.mp4,geste_2
114,data/geste_2/20038.mp4,geste_2
115,data/geste_2/20022.mp4,geste_2
116,data/geste_2/20023.mp4,geste_2
117,data/geste_2/20030.mp4,geste_2
118,data/geste_2/20028.mp4,geste_2
119,data/geste_2/20051.mp4,geste_2
120,data/geste_2/20025.mp4,geste_2
121,data/geste_2/20033.mp4,geste_2
122,data/geste_2/20036.mp4,geste_2
123,data/geste_2/20011.mp4,geste_2
124,data/geste_2/20006.mp4,geste_2
125,data/geste_2/20017.mp4,geste_2
126,data/geste_2/20039.mp4,geste_2
127,data/geste_2/20018.mp4,geste_2
128,data/geste_2/20008.mp4,geste_2
129,data/geste_2/20024.mp4,geste_2
130,data/geste_2/20013.mp4,geste_2
131,data/geste_2/20032.mp4,geste_2
132,data/geste_2/20021.mp4,geste_2
133,data/geste_2/20049.mp4,geste_2
134,data/geste_2/20002.mp4,geste_2
135,data/geste_2/20040.mp4,geste_2
136,data/geste_2/20015.mp4,geste_2
137,data/geste_2/20043.mp4,geste_2
138,data/geste_2/20016.mp4,geste_2
139,data/geste_2/20046.mp4,geste_2
140,data/geste_2/20034.mp4,geste_2
141,data/geste_2/20012.mp4,geste_2
142,data/geste_2/20019.mp4,geste_2
143,data/geste_2/20047.mp4,geste_2
144,data/geste_2/20003.mp4,geste_2
145,data/geste_2/20020.mp4,geste_2
146,data/geste_2/20041.mp4,geste_2
147,data/geste_2/20031.mp4,geste_2
148,data/geste_2/20027.mp4,geste_2
149,data/geste_2/20050.mp4,geste_2
150,data/geste_2/20007.mp4,geste_2
151,data/geste_2/20004.mp4,geste_2
152,data/geste_2/20014.mp4,geste_2
153,data/geste_2/20037.mp4,geste_2
154,data/geste_2/20005.mp4,geste_2
155,data/geste_2/20009.mp4,geste_2
156,data/geste_2/20001.mp4,geste_2
157,data/geste_2/20029.mp4,geste_2
158,data/geste_2/20045.mp4,geste_2
159,data/geste_2/20042.mp4,geste_2
160,data/geste_2/20035.mp4,geste_2
161,data/geste_2/20010.mp4,geste_2
162,data/geste_2/20026.mp4,geste_2
163,data/class_2/class_2_022.mp4,class_2
164,data/class_2/class_2_003.mp4,class_2
165,data/class_2/class_2_037.mp4,class_2
166,data/class_2/class_2_027.mp4,class_2
167,data/class_2/class_2_012.mp4,class_2
